BASE_DATE,ADM_CD,TOT_OA_CD,population,households,area_sqm,population_density,household_density
20250630,11240560,11240560010020,406,185.0,12770.141468593521,31792.91325773512,14486.918602662554
20250630,11240560,11240560010501,327,122.0,4461.1648308252215,73299.24187972941,27347.117765525956
20250630,11240600,11240600040101,721,269.0,6784.652200573775,106269.26461153386,39648.31092996201
20250630,11240560,11240560010027,462,227.0,10889.765746097235,42425.155028295754,20845.260154595533
20250630,11240560,11240560010001,399,146.0,26395.7467226272,15116.07169870158,5531.194155414613
20250630,11240600,11240600040006,466,201.0,16945.7686964017,27499.49018830591,11861.368085513923
20250630,11240600,11240600040009,499,202.0,16119.213205184898,30956.845948255832,12531.62902113763
20250630,11240560,11240560010018,410,193.0,21260.47865870783,19284.60814931243,9077.876519066582
20250630,11240560,11240560010006,515,254.0,17941.812244665056,28703.900864481162,14156.875377821776
20250630,11240560,11240560010026,407,192.0,79532.86086905982,5117.3816150040275,2414.0964866849467
20250630,11240600,11240600040002,512,238.0,21980.399287422944,23293.480400647837,10827.828779988642
20250630,11240600,11240600020006,427,184.0,11645.92873528519,36665.1737019704,15799.512789607856
20250630,11240600,11240600020301,397,146.0,5613.350811345304,70724.24534693467,26009.420203154812
20250630,11240600,11240600020007,564,249.0,14357.04716056226,39283.843933400596,17343.399183363028
20250630,11240600,11240600020302,425,180.0,4983.823764343205,85275.88857388274,36116.84692540916
20250630,11240600,11240600040008,601,301.0,22651.825525864257,26532.077925188307,13288.112238738237
20250630,11240600,11240600020005,587,284.0,14036.599089219228,41819.24668995097,20232.821226483946
20250630,11240600,11240600020009,544,250.0,13596.011388828118,40011.73465087021,18387.745703524914
20250630,11240600,11240600030001,609,286.0,64974.06862728027,9372.970061233058,4401.756055028989
20250630,11240600,11240600020004,535,238.0,20762.8181617969,25767.215020183896,11462.798457577135
20250630,11240600,11240600040201,633,220.0,21150.791970046666,29927.957350081364,10401.501764641233
20250630,11240600,11240600020002,496,202.0,9245.813322548225,53645.902496255265,21847.726419845894
20250630,11240600,11240600030103,579,233.0,19606.831076655613,29530.524220682044,11883.613373780512
20250630,11240600,11240600030101,584,211.0,9836.146705451272,59372.843603109584,21451.489726465963
20250630,11240600,11240600020010,415,158.0,33666.601249501124,12326.756625192438,4693.07842597688
20250630,11240600,11240600030104,373,188.0,3955.5381667986544,94298.16734694308,47528.29882366032
20250630,11240600,11240600020012,517,226.0,13389.66979984981,38611.8558357428,16878.683595508457
20250630,11240600,11240600020102,537,240.0,12288.050134482513,43700.99357692885,19531.170313711216
20250630,11240600,11240600030102,584,173.0,11865.759350536537,49217.24625854586,14579.766443028142
20250630,11240600,11240600020103,311,163.0,4787.28628698138,64963.73547697329,34048.517307867034
20250630,11240600,11240600040005,442,196.0,11344.430063020396,38961.85154693614,17277.20113846037
20250630,11240600,11240600040001,584,234.0,18682.755771011387,31258.771840616173,12524.91885394552
20250630,11240560,11240560010021,484,213.0,30697.531985870166,15766.739822041114,6938.668558047019
20250630,11240600,11240600040004,540,247.0,14374.309807396845,37567.0211116587,17183.433730703146
20250630,11240600,11240600040007,505,224.0,10045.960891722281,50268.95938009398,22297.51861612089
20250630,11240600,11240600040003,448,189.0,89380.4627381215,5012.281054223322,2114.556069750464
20250630,11240590,11240590030107,428,152.0,175293.09002396255,2441.6250517432973,867.1191772546289
20250630,11240600,11240600020101,497,165.0,8528.025802170832,58278.43530603381,19347.97147987038
20250630,11240600,11240600020011,449,176.0,17904.482157817103,25077.519474863253,9829.940818654637
20250630,11240590,11240590050001,0,0.0,83718.20830541274,0.0,0.0
20250630,11240590,11240590040103,582,191.0,392990.71302845347,1480.9510268449062,486.0165741020225
20250630,11240590,11240590050118,510,183.0,16621.27811149112,30683.560949949544,11009.983634981896
20250630,11240590,11240590050104,466,156.0,14002.885504468064,33278.855265317135,11140.560990106165
20250630,11240590,11240590040104,560,183.0,22994.382205762064,24353.774543230476,7958.465609662816
20250630,11240590,11240590040102,480,160.0,13424.036716846633,35756.75559629683,11918.918532098944
20250630,11240590,11240590040101,572,187.0,23834.183101217383,23999.144320192114,7845.874104678191
20250630,11240590,11240590030104,487,159.0,10942.929498239195,44503.62218621277,14529.930036155709
20250630,11240590,11240590030103,516,156.0,18968.296805474678,27203.285845415005,8224.249209078955
20250630,11240590,11240590030109,579,200.0,38980.88918282223,14853.432339228137,5130.719288161705
